,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
82,Our competitor dropped their prices significantly.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10147,2,Our *COMPETITOR* dropped their prices significantly.,Emphasizes the competitor in contrast to our own actions or another competitor.,Gerade unser Konkurrent hat die Preise deutlich gesenkt.,data/sentence_stress/wavs/10147/10147_1_5.wav,Our competitor dropped their *PRICES* significantly.,Stresses the drop in prices as the significant action.,Unser Konkurrent hat die Preise deutlich gesenkt.,data/sentence_stress/wavs/10147/10147_2_5.wav
83,We must increase our social media presence.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10148,1,We must *INCREASE* our social media presence.,Emphasizes the action of increasing more than maintaining or decreasing.,Wir müssen unsere Präsenz in den sozialen Medien verstärken,data/sentence_stress/wavs/10148/10148_1_0.wav,We must increase our *SOCIAL MEDIA* presence.,Highlights the focus on social media as opposed to other channels.,Wir müssen unsere Präsenz speziell in den sozialen Medien erhöhen,data/sentence_stress/wavs/10148/10148_2_2.wav
85,We have launched a new customer loyalty program.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10153,1,We have launched a *NEW* customer loyalty program.,"Emphasizes that the program is new, implying recent development.",Wir haben ein brandneues Kundenbindungsprogramm gestartet.,data/sentence_stress/wavs/10153/10153_1_1.wav,We have launched a new customer *LOYALTY* program.,"Focuses on the loyalty aspect of the program, differentiating it from other types of programs.",Wir haben ein neues Loyalitätsprogramm gestartet.,data/sentence_stress/wavs/10153/10153_2_0.wav
86,The market research indicates significant growth.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10154,1,The *MARKET* research indicates significant growth.,"Focuses on the fact that it is market research, not another kind of research.",Gerade die Marktforschung zeigt ein erhebliches Wachstum.,data/sentence_stress/wavs/10154/10154_1_2.wav,The market research indicates *SIGNIFICANT* growth.,Stresses the substantial nature of the growth indicated by the research.,Die Marktforschung zeigt ein beträchtliches Wachstum.,data/sentence_stress/wavs/10154/10154_2_0.wav
89,You need to avoid sugary drinks.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10157,2,You need to *AVOID* sugary drinks.,"You should completely avoid them, not just limit intake.",Du musst zuckerhaltige Getränke strikt meiden.,data/sentence_stress/wavs/10157/10157_1_5.wav,You need to avoid *SUGARY* drinks.,"Sugary drinks specifically should be avoided, not other types of drinks.",Du musst insbesondere zuckerhaltige Getränke meiden.,data/sentence_stress/wavs/10157/10157_2_0.wav
90,This medicine should be taken before meals.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10158,1,This *MEDICINE* should be taken before meals.,"It's specifically this medicine that needs to be taken before meals, not another one.",Genau dieses Medikament sollte vor den Mahlzeiten eingenommen werden.,data/sentence_stress/wavs/10158/10158_1_3.wav,This medicine should be taken before *MEALS*.,"The timing is before meals, not during or after.","Dieses Medikament sollte vor den Mahlzeiten eingenommen werden, nicht danach.",data/sentence_stress/wavs/10158/10158_2_5.wav
91,She should visit the specialist for a consultation.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10162,1,She should visit the *SPECIALIST* for a consultation.,"It's important that she sees a specialist, not a general practitioner.",Sie sollte den Facharzt für eine Beratung aufsuchen.,data/sentence_stress/wavs/10162/10162_1_3.wav,She should visit the specialist for a *CONSULTATION*.,"The visit is for a consultation specifically, not for any other purpose.",Sie sollte den Spezialisten für eine Konsultation aufsuchen.,data/sentence_stress/wavs/10162/10162_2_4.wav
93,The species is resistant to common antibiotics.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10169,2,The *SPECIES* is resistant to common antibiotics.,"This particular species has resistance, not others.",Diese Art ist resistent gegen gängige Antibiotika.,data/sentence_stress/wavs/10169/10169_1_3.wav,The species is resistant to *COMMON* antibiotics.,"The resistance is specifically to common antibiotics, not rare or specialized ones.",Die Art ist resistent gegen gängige Antibiotika.,data/sentence_stress/wavs/10169/10169_2_4.wav
94,Their method produced consistent results.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10170,2,Their *METHOD* produced consistent results.,It was specifically their approach or technique that yielded consistent results.,Gerade ihre Methode erzielte gleichbleibende Ergebnisse,data/sentence_stress/wavs/10170/10170_1_0.wav,Their method produced *CONSISTENT* results.,"The outcomes were reliably similar, as opposed to variable or inconsistent.",Ihre Methode erzielte gleichbleibende Ergebnisse,data/sentence_stress/wavs/10170/10170_2_2.wav
95,We found that the process is reversible.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10171,1,We *FOUND* that the process is reversible.,"We discovered or determined the reversibility, possibly no one else.","Wir haben herausgefunden, dass der Prozess umkehrbar ist.",data/sentence_stress/wavs/10171/10171_1_0.wav,We found that the *PROCESS* is reversible.,"It is the process itself that is reversible, not another component.","Wir haben festgestellt, dass gerade der Prozess umkehrbar ist.",data/sentence_stress/wavs/10171/10171_2_3.wav
96,This technology relies on quantum mechanics.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10174,1,*THIS* technology relies on quantum mechanics.,"Specifically this technology relies on quantum mechanics, not other technologies.",Genau diese Technologie beruht auf Quantenmechanik.,data/sentence_stress/wavs/10174/10174_1_3.wav,This technology relies on *QUANTUM* mechanics.,It relies specifically on quantum mechanics rather than classical mechanics.,"Diese Technologie beruht auf Quantenmechanik, nicht auf klassischer Mechanik.",data/sentence_stress/wavs/10174/10174_2_2.wav
97,Mary always reads books in the evening.,Sentence Stress,Contrastive Stress (General),Literature Readings,10175,1,Mary always reads *BOOKS* in the evening.,"Mary reads books, as opposed to other forms of media in the evening.",Mary liest abends immer Bücher statt anderer Medien.,data/sentence_stress/wavs/10175/10175_1_1.wav,Mary always *READS* books in the evening.,"Mary reads, rather than does other activities with books in the evening.",Mary liest abends immer Bücher.,data/sentence_stress/wavs/10175/10175_2_2.wav
99,The poet recited his latest work.,Sentence Stress,Contrastive Stress (General),Literature Readings,10180,2,The *POET* recited his latest work.,"The poet, rather than another person, did the recitation.",Der Dichter selbst trug sein neuestes Werk vor,data/sentence_stress/wavs/10180/10180_1_2.wav,The poet recited his *LATEST* work.,"It was the latest work that was recited, not any of his previous works.",Der Dichter trug sein neuestes Werk vor,data/sentence_stress/wavs/10180/10180_2_0.wav
100,The play was performed in London.,Sentence Stress,Contrastive Stress (General),Literature Readings,10181,1,The *PLAY* was performed in London.,"It was a play, not another type of performance, in London.",Das Stück wurde in London aufgeführt.,data/sentence_stress/wavs/10181/10181_1_2.wav,The play was performed in *LONDON*.,"The play was performed specifically in London, not elsewhere.",Das Stück wurde speziell in London aufgeführt.,data/sentence_stress/wavs/10181/10181_2_5.wav
102,This is what friends are supposed to do.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10189,2,This is what *FRIENDS* are supposed to do.,"It's expected behavior from friends, not others.","Das ist, was Freunde machen sollen.",data/sentence_stress/wavs/10189/10189_1_4.wav,This is what friends are supposed to *DO*.,This specific action is expected from friends.,"Das ist, was Freunde tun sollen.",data/sentence_stress/wavs/10189/10189_2_3.wav
103,Sophie always has great advice.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10191,1,Sophie *ALWAYS* has great advice.,Sophie is consistent in providing great advice.,Sophie gibt immer zuverlässig großartige Ratschläge.,data/sentence_stress/wavs/10191/10191_1_3.wav,Sophie always has *GREAT* advice.,The quality of her advice is always great.,Sophie gibt immer besonders großartige Ratschläge.,data/sentence_stress/wavs/10191/10191_2_0.wav
104,I didn't expect you to visit me today.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10192,1,I didn't expect you to *VISIT* me today.,I didn't think you would come to see me.,"Ich habe nicht erwartet, dass du mich heute besuchst.",data/sentence_stress/wavs/10192/10192_1_4.wav,I didn't expect you to visit *ME* today.,"I didn't think you would come to see me, but maybe someone else.","Ich habe nicht erwartet, dass du heute mich besuchst.",data/sentence_stress/wavs/10192/10192_2_5.wav
105,Let's talk about your problems later.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10193,2,Let's *TALK* about your problems later.,The action of talking about is being delayed.,Lass uns später über diese Probleme reden.,data/sentence_stress/wavs/10193/10193_1_4.wav,Let's talk about your *PROBLEMS* later.,The issues are being deferred for discussion.,Lass uns später über deine Probleme reden.,data/sentence_stress/wavs/10193/10193_2_5.wav
107,We need to improve the community center.,Sentence Stress,Contrastive Stress (General),Community Meetings,10196,2,We need to *IMPROVE* the community center.,"We need to make the community center better, not just maintain it.",Wir müssen das Gemeindezentrum verbessern.,data/sentence_stress/wavs/10196/10196_1_4.wav,We need to improve the *COMMUNITY* center.,"We need to work on the community center, not some other center.","Wir müssen das Gemeindezentrum verbessern, nicht ein anderes.",data/sentence_stress/wavs/10196/10196_2_5.wav
110,Elaine will present the final report.,Sentence Stress,Contrastive Stress (General),Community Meetings,10200,1,Elaine will *PRESENT* the final report.,"Elaine will present it, not just write or read it.",Elaine wird den Bericht vortragen.,data/sentence_stress/wavs/10200/10200_1_2.wav,Elaine will present the *FINAL* report.,"Elaine will present the conclusive report, not an interim one.",Elaine wird den endgültigen Bericht vorlegen.,data/sentence_stress/wavs/10200/10200_2_1.wav
111,They promised to renovate the library.,Sentence Stress,Contrastive Stress (General),Community Meetings,10201,1,They *PROMISED* to renovate the library.,"They made a promise, not just a casual statement.","Sie versprachen, die Bibliothek zu renovieren.",data/sentence_stress/wavs/10201/10201_1_2.wav,They promised to renovate the *LIBRARY*.,"The promise was to renovate the library, not another facility.","Sie versprachen, speziell die Bibliothek zu renovieren.",data/sentence_stress/wavs/10201/10201_2_5.wav
112,The members approved the new budget.,Sentence Stress,Contrastive Stress (General),Community Meetings,10203,1,The *MEMBERS* approved the new budget.,"The members, not another group, approved the budget.",Genau die Mitglieder haben das neue Budget genehmigt.,data/sentence_stress/wavs/10203/10203_1_3.wav,The members approved the *NEW* budget.,"They approved the new budget, not continuing the old one.",Die Mitglieder haben das neue Budget genehmigt.,data/sentence_stress/wavs/10203/10203_2_4.wav
113,The mayor will attend the meeting.,Sentence Stress,Contrastive Stress (General),Community Meetings,10204,1,The *MAYOR* will attend the meeting.,"The mayor, not someone else, will be there.",Der Bürgermeister persönlich wird an der Sitzung teilnehmen.,data/sentence_stress/wavs/10204/10204_1_5.wav,The mayor will attend the *MEETING*.,"The mayor will attend the meeting, not another event.",Der Bürgermeister wird an genau dieser Sitzung teilnehmen.,data/sentence_stress/wavs/10204/10204_2_4.wav
