,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
93,The sample size was larger in the second trial.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10168,1,The *SAMPLE* size was larger in the second trial.,The number of samples was larger in quantity.,La muestra fue más grande en el segundo ensayo.,data/sentence_stress/wavs/10168/10168_1_2.wav,The sample size was larger in the *SECOND* trial.,"The increase in sample size occurred specifically in the second trial, not in the first.",La muestra fue más grande específicamente en el segundo ensayo.,data/sentence_stress/wavs/10168/10168_2_0.wav
94,The species is resistant to common antibiotics.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10169,2,The *SPECIES* is resistant to common antibiotics.,"This particular species has resistance, not others.",Esta especie es resistente a los antibióticos comunes,data/sentence_stress/wavs/10169/10169_1_3.wav,The species is resistant to *COMMON* antibiotics.,"The resistance is specifically to common antibiotics, not rare or specialized ones.",La especie es resistente a los antibióticos comunes,data/sentence_stress/wavs/10169/10169_2_4.wav
95,Their method produced consistent results.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10170,2,Their *METHOD* produced consistent results.,It was specifically their approach or technique that yielded consistent results.,Fue su método el que produjo resultados consistentes.,data/sentence_stress/wavs/10170/10170_1_0.wav,Their method produced *CONSISTENT* results.,"The outcomes were reliably similar, as opposed to variable or inconsistent.",Su método produjo resultados consistentes.,data/sentence_stress/wavs/10170/10170_2_2.wav
97,The hypothesis explains the behavior of electrons.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10172,1,The *HYPOTHESIS* explains the behavior of electrons.,It is the proposed hypothesis that provides the explanation.,La hipótesis explica el comportamiento de los electrones.,data/sentence_stress/wavs/10172/10172_1_5.wav,The hypothesis explains the behavior of *ELECTRONS*.,"The hypothesis specifically explains how electrons behave, not necessarily other particles or phenomena.",La hipótesis explica específicamente el comportamiento de los electrones.,data/sentence_stress/wavs/10172/10172_2_5.wav
101,They analyzed the text critically.,Sentence Stress,Contrastive Stress (General),Literature Readings,10184,1,They analyzed the *TEXT* critically.,"The focus of analysis was the text, not some other medium.",Ellos analizaron el texto con un enfoque crítico.,data/sentence_stress/wavs/10184/10184_1_0.wav,They analyzed the text *CRITICALLY*.,"The analysis was done in a critical manner, rather than in another style.",Ellos analizaron el texto de manera crítica.,data/sentence_stress/wavs/10184/10184_2_4.wav
102,I thought you trusted me with secrets.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10185,2,I thought you *TRUSTED* me with secrets.,I thought you had confidence in me.,Pensé que confiabas en mí para contarme secretos,data/sentence_stress/wavs/10185/10185_1_2.wav,I thought you trusted *ME* with secrets.,"I thought you shared secrets with me, not someone else.",Pensé que confiabas en mí con secretos,data/sentence_stress/wavs/10185/10185_2_5.wav
103,You promised to bring snacks for the party.,Sentence Stress,Contrastive Stress (General),Friendship Conversations,10187,2,You promised to bring *SNACKS* for the party.,You were supposed to bring snacks specifically.,Te comprometiste a traer bocadillos para la fiesta.,data/sentence_stress/wavs/10187/10187_1_4.wav,You promised to bring snacks for the *PARTY*.,You were supposed to bring snacks for this event specifically.,Tú prometiste traer bocadillos para esta fiesta.,data/sentence_stress/wavs/10187/10187_2_4.wav
106,We need to improve the community center.,Sentence Stress,Contrastive Stress (General),Community Meetings,10196,2,We need to *IMPROVE* the community center.,"We need to make the community center better, not just maintain it.",Necesitamos realmente mejorar el centro comunitario.,data/sentence_stress/wavs/10196/10196_1_4.wav,We need to improve the *COMMUNITY* center.,"We need to work on the community center, not some other center.",Necesitamos mejorar específicamente el centro comunitario.,data/sentence_stress/wavs/10196/10196_2_5.wav
108,We are fundraising for the new playground.,Sentence Stress,Contrastive Stress (General),Community Meetings,10199,1,We are *FUNDRAISING* for the new playground.,"We are actively raising funds, not doing something else.",Estamos recaudando fondos activamente para el nuevo parque infantil,data/sentence_stress/wavs/10199/10199_1_0.wav,We are fundraising for the new *PLAYGROUND*.,"The funds are for the new playground, not another project.",Estamos recaudando fondos para el nuevo parque infantil,data/sentence_stress/wavs/10199/10199_2_2.wav
109,Elaine will present the final report.,Sentence Stress,Contrastive Stress (General),Community Meetings,10200,1,Elaine will *PRESENT* the final report.,"Elaine will present it, not just write or read it.",Elaine presentará el informe final,data/sentence_stress/wavs/10200/10200_1_2.wav,Elaine will present the *FINAL* report.,"Elaine will present the conclusive report, not an interim one.",Elaine presentará el informe definitivo,data/sentence_stress/wavs/10200/10200_2_1.wav
110,They promised to renovate the library.,Sentence Stress,Contrastive Stress (General),Community Meetings,10201,1,They *PROMISED* to renovate the library.,"They made a promise, not just a casual statement.",Ellos prometieron renovar la biblioteca.,data/sentence_stress/wavs/10201/10201_1_2.wav,They promised to renovate the *LIBRARY*.,"The promise was to renovate the library, not another facility.","Prometieron renovar la biblioteca, no otro lugar.",data/sentence_stress/wavs/10201/10201_2_5.wav
111,The members approved the new budget.,Sentence Stress,Contrastive Stress (General),Community Meetings,10203,1,The *MEMBERS* approved the new budget.,"The members, not another group, approved the budget.",Los propios miembros aprobaron el nuevo presupuesto.,data/sentence_stress/wavs/10203/10203_1_3.wav,The members approved the *NEW* budget.,"They approved the new budget, not continuing the old one.",Los miembros aprobaron el nuevo presupuesto.,data/sentence_stress/wavs/10203/10203_2_4.wav
117,We need to discuss this topic in the next meeting.,Sentence Stress,Contrastive Stress (General),Online Discussions,10211,2,*WE* need to discuss this topic in the next meeting.,"It is us who need to discuss it, not someone else.",Nosotros necesitamos discutir este tema en la próxima reunión,data/sentence_stress/wavs/10211/10211_1_3.wav,We need to discuss this *TOPIC* in the next meeting.,"The subject for discussion is this topic, not another one.",Necesitamos discutir este tema en la próxima reunión,data/sentence_stress/wavs/10211/10211_2_5.wav
121,The mayor announced new policies at the press conference.,Sentence Stress,New/Given Information,News Reporting,10215,1,The *MAYOR* announced new policies at the press conference.,Given: Someone announced new policies; New: It was the mayor who announced them.,Fue el alcalde quien anunció nuevas políticas en la conferencia de prensa.,data/sentence_stress/wavs/10215/10215_1_2.wav,The mayor announced *NEW* policies at the press conference.,Given: The mayor announced policies; New: The policies were new.,El alcalde anunció nuevas políticas en la conferencia de prensa.,data/sentence_stress/wavs/10215/10215_2_5.wav
123,The journalist interviewed the diplomat about the trade deal.,Sentence Stress,New/Given Information,News Reporting,10217,1,The *JOURNALIST* interviewed the diplomat about the trade deal.,Given: Someone interviewed the diplomat; New: It was the journalist who did it.,Fue el periodista quien entrevistó al diplomático sobre el acuerdo comercial.,data/sentence_stress/wavs/10217/10217_1_3.wav,The journalist interviewed the *DIPLOMAT* about the trade deal.,Given: The journalist interviewed someone; New: The person interviewed was the diplomat.,El periodista entrevistó al diplomático sobre el acuerdo comercial.,data/sentence_stress/wavs/10217/10217_2_5.wav
125,The scientist published her findings in the journal.,Sentence Stress,New/Given Information,News Reporting,10220,1,The *SCIENTIST* published her findings in the journal.,Given: Someone published findings; New: It was the scientist who published them.,Fue la científica quien publicó sus hallazgos en la revista.,data/sentence_stress/wavs/10220/10220_1_3.wav,The scientist published her *FINDINGS* in the journal.,Given: The scientist published something; New: What was published were her findings.,La científica publicó sus hallazgos en la revista.,data/sentence_stress/wavs/10220/10220_2_4.wav
126,The firefighters saved the family from the burning building.,Sentence Stress,New/Given Information,News Reporting,10221,1,The *FIREFIGHTERS* saved the family from the burning building.,Given: Someone saved the family; New: It was the firefighters who saved them.,Fueron los bomberos quienes salvaron a la familia del edificio en llamas.,data/sentence_stress/wavs/10221/10221_1_3.wav,The firefighters saved the *FAMILY* from the burning building.,Given: The firefighters saved someone; New: The saved individuals were the family.,Los bomberos salvaron a la familia del edificio en llamas.,data/sentence_stress/wavs/10221/10221_2_1.wav
127,The witness described the scene to the police.,Sentence Stress,New/Given Information,News Reporting,10223,1,The *WITNESS* described the scene to the police.,Given: Someone described the scene; New: It was the witness who described it.,Fue la testigo quien describió la escena a la policía,data/sentence_stress/wavs/10223/10223_1_2.wav,The witness described the *SCENE* to the police.,Given: The witness described something; New: The object described was the scene.,La testigo describió la escena a la policía,data/sentence_stress/wavs/10223/10223_2_5.wav
128,The professor explained the theory in detail.,Sentence Stress,New/Given Information,Academic Lectures,10224,2,The *PROFESSOR* explained the theory in detail.,Given: Someone explained the theory; New: It was the professor who did it.,Fue el profesor quien explicó la teoría en detalle.,data/sentence_stress/wavs/10224/10224_1_2.wav,The professor explained the *THEORY* in detail.,Given: The professor explained something; New: What he explained was the theory.,El profesor explicó la teoría en detalle.,data/sentence_stress/wavs/10224/10224_2_0.wav
129,The students analyzed the results after the lecture.,Sentence Stress,New/Given Information,Academic Lectures,10226,2,The *STUDENTS* analyzed the results after the lecture.,Given: Someone analyzed the results; New: It was the students who did it.,Fueron los estudiantes quienes analizaron los resultados después de la conferencia,data/sentence_stress/wavs/10226/10226_1_1.wav,The students analyzed the *RESULTS* after the lecture.,Given: The students analyzed something; New: What they analyzed were the results.,Los estudiantes analizaron los resultados después de la conferencia,data/sentence_stress/wavs/10226/10226_2_4.wav
