,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
70,They will reveal the full cast next week.,Sentence Stress,Contrastive Stress (General),Television Interviews,10134,2,They will *REVEAL* the full cast next week.,"The act of revealing is what will happen next week, not just hint or discuss.",彼らは来週、配役を公開します。,data/sentence_stress/wavs/10134/10134_1_0.wav,They will reveal the full *CAST* next week.,"The specific information to be revealed is the full cast, not something else like the plot or release date.",彼らは来週、全キャストを発表します。,data/sentence_stress/wavs/10134/10134_2_2.wav
71,This product will change the way you live.,Sentence Stress,Contrastive Stress (General),Advertising,10135,1,This *PRODUCT* will change the way you live.,"This specific product, not any other one, will change your life.",この製品こそがあなたの生活を変えるでしょう,data/sentence_stress/wavs/10135/10135_1_3.wav,This product will change the way *YOU* live.,"The way you live will change, not the way someone else lives.",この製品はあなた自身の生活を変えるでしょう,data/sentence_stress/wavs/10135/10135_2_4.wav
72,Their innovative solution saves your time.,Sentence Stress,Contrastive Stress (General),Advertising,10138,2,Their *INNOVATIVE* solution saves your time.,Their creatively new solution saves your time.,彼らの革新的な解決策は時間を節約します,data/sentence_stress/wavs/10138/10138_1_1.wav,Their innovative *SOLUTION* saves your time.,"The solution itself, rather than any other factor, saves your time.",彼らの革新的な解決策そのものが時間を節約します,data/sentence_stress/wavs/10138/10138_2_5.wav
74,We offer the best services in the city.,Sentence Stress,Contrastive Stress (General),Advertising,10140,1,We offer the *BEST* services in the city.,The quality of our services is superior.,私たちは市内で最高のサービスを提供しています。,data/sentence_stress/wavs/10140/10140_1_2.wav,We offer the best services in the *CITY*.,The geographical focus is within the city.,私たちはこの都市で最高のサービスを提供しています。,data/sentence_stress/wavs/10140/10140_2_1.wav
75,This event will make a big difference.,Sentence Stress,Contrastive Stress (General),Advertising,10141,2,This *EVENT* will make a big difference.,This particular event will have a significant impact.,このイベントが大きな違いをもたらすでしょう。,data/sentence_stress/wavs/10141/10141_1_1.wav,This event will make a *BIG* difference.,The scale of the difference made will be large.,このイベントは大きな違いをもたらすでしょう。,data/sentence_stress/wavs/10141/10141_2_5.wav
76,You deserve our premium package.,Sentence Stress,Contrastive Stress (General),Advertising,10142,2,*YOU* deserve our premium package.,"You, specifically, deserve the package.",あなたこそ私たちのプレミアムパッケージを受けるに値します。,data/sentence_stress/wavs/10142/10142_1_2.wav,You deserve our *PREMIUM* package.,The package you deserve is the premium one.,あなたは私たちの特別なプレミアムパッケージを受けるに値します。,data/sentence_stress/wavs/10142/10142_2_4.wav
77,This offer is available only today.,Sentence Stress,Contrastive Stress (General),Advertising,10144,1,This *OFFER* is available only today.,This specific offer is time-limited.,この特別なオファーは今日だけ有効です。,data/sentence_stress/wavs/10144/10144_1_3.wav,This offer is available only *TODAY*.,The time constraint is specifically today.,このオファーは今日だけ有効です。,data/sentence_stress/wavs/10144/10144_2_1.wav
78,The product launch was very successful.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10146,2,The *PRODUCT* launch was very successful.,"Emphasizes that it was specifically the product launch that was successful, possibly in contrast to other events.",製品の発売は非常に成功しました。,data/sentence_stress/wavs/10146/10146_1_2.wav,The product *LAUNCH* was very successful.,"Highlights the launch event was a success, possibly contrasting with the development phase.",発売イベントが非常に成功しました。,data/sentence_stress/wavs/10146/10146_2_0.wav
79,We must increase our social media presence.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10148,1,We must *INCREASE* our social media presence.,Emphasizes the action of increasing more than maintaining or decreasing.,私たちはソーシャルメディアでの存在感を高めなければなりません。,data/sentence_stress/wavs/10148/10148_1_0.wav,We must increase our *SOCIAL MEDIA* presence.,Highlights the focus on social media as opposed to other channels.,私たちはソーシャルメディアでの存在感を強化しなければなりません。,data/sentence_stress/wavs/10148/10148_2_2.wav
80,The client requested a detailed report.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10150,2,The *CLIENT* requested a detailed report.,"Emphasizes that it was the client who requested this, as opposed to someone else.",クライアント自らが詳細な報告書を依頼しました,data/sentence_stress/wavs/10150/10150_1_2.wav,The client requested a *DETAILED* report.,"Highlights the demand for detail in the report, as opposed to an overview.",クライアントが詳細な報告書を依頼しました,data/sentence_stress/wavs/10150/10150_2_5.wav
81,The market research indicates significant growth.,Sentence Stress,Contrastive Stress (General),Marketing Presentations,10154,1,The *MARKET* research indicates significant growth.,"Focuses on the fact that it is market research, not another kind of research.",市場調査は大きな成長を示しています,data/sentence_stress/wavs/10154/10154_1_2.wav,The market research indicates *SIGNIFICANT* growth.,Stresses the substantial nature of the growth indicated by the research.,市場調査は著しい成長を示しています,data/sentence_stress/wavs/10154/10154_2_0.wav
82,The patient needs to follow the medication schedule.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10155,1,The *PATIENT* needs to follow the medication schedule.,"Not the doctor or nurse, but the patient has to follow it.",患者自身が薬のスケジュールを守る必要があります。,data/sentence_stress/wavs/10155/10155_1_0.wav,The patient needs to follow the *MEDICATION* schedule.,"It's specifically the medication schedule the patient needs to follow, not another type of schedule.",患者は薬のスケジュールを守る必要があります。,data/sentence_stress/wavs/10155/10155_2_0.wav
83,We need to run more tests to determine the cause.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10160,2,We *NEED* to run more tests to determine the cause.,"It is absolutely necessary to run more tests, not optional.",原因を特定するために必ずもっと検査をしなければなりません,data/sentence_stress/wavs/10160/10160_1_3.wav,We need to run more *TESTS* to determine the cause.,"It's specifically additional tests, not something else that is needed to determine the cause.",原因を特定するために追加の検査をする必要があります,data/sentence_stress/wavs/10160/10160_2_5.wav
84,She should visit the specialist for a consultation.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10162,1,She should visit the *SPECIALIST* for a consultation.,"It's important that she sees a specialist, not a general practitioner.",彼女は専門家に相談に行くことが重要だ,data/sentence_stress/wavs/10162/10162_1_3.wav,She should visit the specialist for a *CONSULTATION*.,"The visit is for a consultation specifically, not for any other purpose.",彼女は専門家に相談に行くべきだ,data/sentence_stress/wavs/10162/10162_2_4.wav
85,You can schedule an appointment with the doctor.,Sentence Stress,Contrastive Stress (General),Medical Consultations,10163,1,You can *SCHEDULE* an appointment with the doctor.,"It's your action to schedule the appointment, not someone else's.",あなたは医者との予約を入れることができます,data/sentence_stress/wavs/10163/10163_1_3.wav,You can schedule an *APPOINTMENT* with the doctor.,"It's specifically a doctor's appointment, not with another medical professional.",あなたは医者との予約を取ることができます,data/sentence_stress/wavs/10163/10163_2_0.wav
87,Her data supported the original hypothesis.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10167,2,Her *DATA* supported the original hypothesis.,"It was specifically her collected data that supported the hypothesis, not someone else's data.",彼女自身のデータは元の仮説を支持した。,data/sentence_stress/wavs/10167/10167_1_3.wav,Her data supported the *ORIGINAL* hypothesis.,"The data supported the initial hypothesis, not a revised or secondary hypothesis.",彼女のデータは元の仮説を支持した。,data/sentence_stress/wavs/10167/10167_2_4.wav
89,Their method produced consistent results.,Sentence Stress,Contrastive Stress (General),Scientific Presentations,10170,2,Their *METHOD* produced consistent results.,It was specifically their approach or technique that yielded consistent results.,彼らの手法が一貫した結果を生みました。,data/sentence_stress/wavs/10170/10170_1_0.wav,Their method produced *CONSISTENT* results.,"The outcomes were reliably similar, as opposed to variable or inconsistent.",彼らの方法は一貫した結果を生みました。,data/sentence_stress/wavs/10170/10170_2_2.wav
